model,tree,sdratio,modelType,rateParam,rateEstimate
bibi-sd20-cid4-equal,bibi,0.2,cid4,turnover1C,0.0194875725577135
bibi-sd20-cid4-equal,bibi,0.2,cid4,turnover0D,0.2454090679051835
bibi-sd20-cid4-equal,bibi,0.2,cid4,turnover1D,0.2454090679051835
bibi-sd20-cid4-equal,bibi,0.2,cid4,eps0A,2.061153622438558e-9
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0A1A,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1A0A,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0A0B,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0A0C,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0A0D,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1A1B,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1A1C,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1A1D,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0B1B,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1B0B,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0B0A,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0B0C,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0B0D,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1B1A,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1B1C,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1B1D,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0C1C,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1C0C,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0C0A,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0C0B,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0C0D,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1C1A,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1C1B,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1C1D,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0D1D,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1D0D,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0D0A,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0D0B,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q0D0C,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1D1A,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1D1B,0.05454822946037631
bibi-sd20-cid4-equal,bibi,0.2,cid4,q1D1C,0.05454822946037631
bibi-sd20-cid4,bibi,0.2,cid4,turnover0A,0.019610068604785338
bibi-sd20-cid4,bibi,0.2,cid4,turnover1A,0.019610068604785338
bibi-sd20-cid4,bibi,0.2,cid4,turnover0B,0.01941542366358723
bibi-sd20-cid4,bibi,0.2,cid4,turnover1B,0.01941542366358723
bibi-sd20-cid4,bibi,0.2,cid4,turnover0C,0.0196044088510928
bibi-sd20-cid4,bibi,0.2,cid4,turnover1C,0.0196044088510928
bibi-sd20-cid4,bibi,0.2,cid4,turnover0D,0.24579311873272908
bibi-sd20-cid4,bibi,0.2,cid4,turnover1D,0.24579311873272908
bibi-sd20-cid4,bibi,0.2,cid4,eps0A,2.061153622438558e-9
bibi-sd20-cid4,bibi,0.2,cid4,q0A1A,0.008414149213558264
bibi-sd20-cid4,bibi,0.2,cid4,q1A0A,0.061499689023957645
bibi-sd20-cid4,bibi,0.2,cid4,q0A0B,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0A0C,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0A0D,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1A1B,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1A1C,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1A1D,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0B1B,0.008414149213558264
bibi-sd20-cid4,bibi,0.2,cid4,q1B0B,0.061499689023957645
bibi-sd20-cid4,bibi,0.2,cid4,q0B0A,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0B0C,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0B0D,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1B1A,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1B1C,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1B1D,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0C1C,0.008414149213558264
bibi-sd20-cid4,bibi,0.2,cid4,q1C0C,0.061499689023957645
bibi-sd20-cid4,bibi,0.2,cid4,q0C0A,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0C0B,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0C0D,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1C1A,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1C1B,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1C1D,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0D1D,0.008414149213558264
bibi-sd20-cid4,bibi,0.2,cid4,q1D0D,0.061499689023957645
bibi-sd20-cid4,bibi,0.2,cid4,q0D0A,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0D0B,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q0D0C,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1D1A,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1D1B,0.054857546301391
bibi-sd20-cid4,bibi,0.2,cid4,q1D1C,0.054857546301391
bibi-sd20-hisse-equal,bibi,0.2,hisse,turnover0A,0.012297742685987953
bibi-sd20-hisse-equal,bibi,0.2,hisse,turnover1A,0.006839172554826552
bibi-sd20-hisse-equal,bibi,0.2,hisse,turnover0B,0.17362357990152932
bibi-sd20-hisse-equal,bibi,0.2,hisse,turnover1B,0.20560917013743008
bibi-sd20-hisse-equal,bibi,0.2,hisse,turnover0C,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,turnover1C,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,turnover0D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,turnover1D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,eps0A,2.061153622438558e-9
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0A1A,0.06829432422956949
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1A0A,0.06829432422956949
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0A0B,0.06829432422956949
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0A0C,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0A0D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1A1B,0.06829432422956949
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1A1C,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1A1D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0B1B,0.06829432422956949
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1B0B,0.06829432422956949
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0B0A,0.06829432422956949
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0B0C,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0B0D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1B1A,0.06829432422956949
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1B1C,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1B1D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0C1C,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1C0C,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0C0A,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0C0B,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0C0D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1C1A,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1C1B,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1C1D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0D1D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1D0D,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0D0A,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0D0B,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q0D0C,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1D1A,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1D1B,NA
bibi-sd20-hisse-equal,bibi,0.2,hisse,q1D1C,NA
bibi-sd20-hisse,bibi,0.2,hisse,turnover0A,2.061153622438558e-9
bibi-sd20-hisse,bibi,0.2,hisse,turnover1A,0.0015064432199241018
bibi-sd20-hisse,bibi,0.2,hisse,turnover0B,0.14271156126662554
bibi-sd20-hisse,bibi,0.2,hisse,turnover1B,0.25982161982584073
bibi-sd20-hisse,bibi,0.2,hisse,turnover0C,NA
bibi-sd20-hisse,bibi,0.2,hisse,turnover1C,NA
bibi-sd20-hisse,bibi,0.2,hisse,turnover0D,NA
bibi-sd20-hisse,bibi,0.2,hisse,turnover1D,NA
bibi-sd20-hisse,bibi,0.2,hisse,eps0A,2.0612173368491617e-9
bibi-sd20-hisse,bibi,0.2,hisse,q0A1A,2.061153622438558e-9
bibi-sd20-hisse,bibi,0.2,hisse,q1A0A,0.017702443276164558
bibi-sd20-hisse,bibi,0.2,hisse,q0A0B,0.15783464374490866
bibi-sd20-hisse,bibi,0.2,hisse,q0A0C,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0A0D,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1A1B,0.15783464374490866
bibi-sd20-hisse,bibi,0.2,hisse,q1A1C,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1A1D,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0B1B,0.014100065397304042
bibi-sd20-hisse,bibi,0.2,hisse,q1B0B,0.0886005871390701
bibi-sd20-hisse,bibi,0.2,hisse,q0B0A,0.15783464374490866
bibi-sd20-hisse,bibi,0.2,hisse,q0B0C,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0B0D,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1B1A,0.15783464374490866
bibi-sd20-hisse,bibi,0.2,hisse,q1B1C,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1B1D,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0C1C,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1C0C,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0C0A,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0C0B,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0C0D,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1C1A,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1C1B,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1C1D,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0D1D,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1D0D,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0D0A,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0D0B,NA
bibi-sd20-hisse,bibi,0.2,hisse,q0D0C,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1D1A,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1D1B,NA
bibi-sd20-hisse,bibi,0.2,hisse,q1D1C,NA
bibi-sd20-null-equal,bibi,0.2,null,turnover0A,0.13933423705486875
bibi-sd20-null-equal,bibi,0.2,null,turnover1A,0.13933423705486875
bibi-sd20-null-equal,bibi,0.2,null,turnover0B,NA
bibi-sd20-null-equal,bibi,0.2,null,turnover1B,NA
bibi-sd20-null-equal,bibi,0.2,null,turnover0C,NA
bibi-sd20-null-equal,bibi,0.2,null,turnover1C,NA
bibi-sd20-null-equal,bibi,0.2,null,turnover0D,NA
bibi-sd20-null-equal,bibi,0.2,null,turnover1D,NA
bibi-sd20-null-equal,bibi,0.2,null,eps0A,2.061153622438558e-9
bibi-sd20-null-equal,bibi,0.2,null,q0A1A,0.05475884758618131
bibi-sd20-null-equal,bibi,0.2,null,q1A0A,0.05475884758618131
bibi-sd20-null-equal,bibi,0.2,null,q0A0B,NA
bibi-sd20-null-equal,bibi,0.2,null,q0A0C,NA
bibi-sd20-null-equal,bibi,0.2,null,q0A0D,NA
bibi-sd20-null-equal,bibi,0.2,null,q1A1B,NA
bibi-sd20-null-equal,bibi,0.2,null,q1A1C,NA
bibi-sd20-null-equal,bibi,0.2,null,q1A1D,NA
bibi-sd20-null-equal,bibi,0.2,null,q0B1B,NA
bibi-sd20-null-equal,bibi,0.2,null,q1B0B,NA
bibi-sd20-null-equal,bibi,0.2,null,q0B0A,NA
bibi-sd20-null-equal,bibi,0.2,null,q0B0C,NA
bibi-sd20-null-equal,bibi,0.2,null,q0B0D,NA
bibi-sd20-null-equal,bibi,0.2,null,q1B1A,NA
bibi-sd20-null-equal,bibi,0.2,null,q1B1C,NA
bibi-sd20-null-equal,bibi,0.2,null,q1B1D,NA
bibi-sd20-null-equal,bibi,0.2,null,q0C1C,NA
bibi-sd20-null-equal,bibi,0.2,null,q1C0C,NA
bibi-sd20-null-equal,bibi,0.2,null,q0C0A,NA
bibi-sd20-null-equal,bibi,0.2,null,q0C0B,NA
bibi-sd20-null-equal,bibi,0.2,null,q0C0D,NA
bibi-sd20-null-equal,bibi,0.2,null,q1C1A,NA
bibi-sd20-null-equal,bibi,0.2,null,q1C1B,NA
bibi-sd20-null-equal,bibi,0.2,null,q1C1D,NA
bibi-sd20-null-equal,bibi,0.2,null,q0D1D,NA
bibi-sd20-null-equal,bibi,0.2,null,q1D0D,NA
bibi-sd20-null-equal,bibi,0.2,null,q0D0A,NA
bibi-sd20-null-equal,bibi,0.2,null,q0D0B,NA
bibi-sd20-null-equal,bibi,0.2,null,q0D0C,NA
bibi-sd20-null-equal,bibi,0.2,null,q1D1A,NA
bibi-sd20-null-equal,bibi,0.2,null,q1D1B,NA
bibi-sd20-null-equal,bibi,0.2,null,q1D1C,NA
bibi-sd20-null,bibi,0.2,null,turnover0A,0.13933370049675528
bibi-sd20-null,bibi,0.2,null,turnover1A,0.13933370049675528
bibi-sd20-null,bibi,0.2,null,turnover0B,NA
bibi-sd20-null,bibi,0.2,null,turnover1B,NA
bibi-sd20-null,bibi,0.2,null,turnover0C,NA
bibi-sd20-null,bibi,0.2,null,turnover1C,NA
bibi-sd20-null,bibi,0.2,null,turnover0D,NA
bibi-sd20-null,bibi,0.2,null,turnover1D,NA
bibi-sd20-null,bibi,0.2,null,eps0A,2.061153622438558e-9
bibi-sd20-null,bibi,0.2,null,q0A1A,0.008461438384355082
bibi-sd20-null,bibi,0.2,null,q1A0A,0.06151079849957174
bibi-sd20-null,bibi,0.2,null,q0A0B,NA
bibi-sd20-null,bibi,0.2,null,q0A0C,NA
bibi-sd20-null,bibi,0.2,null,q0A0D,NA
bibi-sd20-null,bibi,0.2,null,q1A1B,NA
bibi-sd20-null,bibi,0.2,null,q1A1C,NA
bibi-sd20-null,bibi,0.2,null,q1A1D,NA
bibi-sd20-null,bibi,0.2,null,q0B1B,NA
bibi-sd20-null,bibi,0.2,null,q1B0B,NA
bibi-sd20-null,bibi,0.2,null,q0B0A,NA
bibi-sd20-null,bibi,0.2,null,q0B0C,NA
bibi-sd20-null,bibi,0.2,null,q0B0D,NA
bibi-sd20-null,bibi,0.2,null,q1B1A,NA
bibi-sd20-null,bibi,0.2,null,q1B1C,NA
bibi-sd20-null,bibi,0.2,null,q1B1D,NA
bibi-sd20-null,bibi,0.2,null,q0C1C,NA
bibi-sd20-null,bibi,0.2,null,q1C0C,NA
bibi-sd20-null,bibi,0.2,null,q0C0A,NA
bibi-sd20-null,bibi,0.2,null,q0C0B,NA
bibi-sd20-null,bibi,0.2,null,q0C0D,NA
bibi-sd20-null,bibi,0.2,null,q1C1A,NA
bibi-sd20-null,bibi,0.2,null,q1C1B,NA
bibi-sd20-null,bibi,0.2,null,q1C1D,NA
bibi-sd20-null,bibi,0.2,null,q0D1D,NA
bibi-sd20-null,bibi,0.2,null,q1D0D,NA
bibi-sd20-null,bibi,0.2,null,q0D0A,NA
bibi-sd20-null,bibi,0.2,null,q0D0B,NA
bibi-sd20-null,bibi,0.2,null,q0D0C,NA
bibi-sd20-null,bibi,0.2,null,q1D1A,NA
bibi-sd20-null,bibi,0.2,null,q1D1B,NA
bibi-sd20-null,bibi,0.2,null,q1D1C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,turnover0A,0.10785146290949325
bibi-sd10-bisse-equal,bibi,0.1,bisse,turnover1A,0.1593514642418017
bibi-sd10-bisse-equal,bibi,0.1,bisse,turnover0B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,turnover1B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,turnover0C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,turnover1C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,turnover0D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,turnover1D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,eps0A,2.061153622438558e-9
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0A1A,0.04587878336425317
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1A0A,0.04587878336425317
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0A0B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0A0C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0A0D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1A1B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1A1C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1A1D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0B1B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1B0B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0B0A,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0B0C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0B0D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1B1A,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1B1C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1B1D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0C1C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1C0C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0C0A,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0C0B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0C0D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1C1A,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1C1B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1C1D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0D1D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1D0D,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0D0A,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0D0B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q0D0C,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1D1A,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1D1B,NA
bibi-sd10-bisse-equal,bibi,0.1,bisse,q1D1C,NA
bibi-sd10-bisse,bibi,0.1,bisse,turnover0A,0.1011054315776421
bibi-sd10-bisse,bibi,0.1,bisse,turnover1A,0.16184967268473133
bibi-sd10-bisse,bibi,0.1,bisse,turnover0B,NA
bibi-sd10-bisse,bibi,0.1,bisse,turnover1B,NA
bibi-sd10-bisse,bibi,0.1,bisse,turnover0C,NA
bibi-sd10-bisse,bibi,0.1,bisse,turnover1C,NA
bibi-sd10-bisse,bibi,0.1,bisse,turnover0D,NA
bibi-sd10-bisse,bibi,0.1,bisse,turnover1D,NA
bibi-sd10-bisse,bibi,0.1,bisse,eps0A,2.061153622438558e-9
bibi-sd10-bisse,bibi,0.1,bisse,q0A1A,0.028953483991304905
bibi-sd10-bisse,bibi,0.1,bisse,q1A0A,0.04935890874155614
bibi-sd10-bisse,bibi,0.1,bisse,q0A0B,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0A0C,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0A0D,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1A1B,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1A1C,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1A1D,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0B1B,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1B0B,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0B0A,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0B0C,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0B0D,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1B1A,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1B1C,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1B1D,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0C1C,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1C0C,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0C0A,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0C0B,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0C0D,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1C1A,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1C1B,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1C1D,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0D1D,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1D0D,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0D0A,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0D0B,NA
bibi-sd10-bisse,bibi,0.1,bisse,q0D0C,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1D1A,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1D1B,NA
bibi-sd10-bisse,bibi,0.1,bisse,q1D1C,NA
bibi-sd10-cid2-equal,bibi,0.1,cid2,turnover0A,0.012711538655788841
bibi-sd10-cid2-equal,bibi,0.1,cid2,turnover1A,0.012711538655788841
bibi-sd10-cid2-equal,bibi,0.1,cid2,turnover0B,0.18493142613087757
bibi-sd10-cid2-equal,bibi,0.1,cid2,turnover1B,0.18493142613087757
